[[20,3,25,0,29,18,30,23],[25,2,35,32,31,33,38,41],[38,37,22,35,31,30,26,36],[2,19,16,37,5,35,21,18],[30,32,39,6,8,3,37,15],[26,17,31,35,9,29,36,27],[38,1,15,40,28,24,6,27],[19,5,41,37,20,32,29,36],[5,19,15,4,40,7,17,27],[22,0,33,17,27,40,26,31],[28,21,22,16,15,39,39,28],[40,1,39,30,14,16,4,16],[38,33,25,20,11,0,19,29],[12,3,41,21,18,5,0,34],[2,21,10,25,24,23,6,23],[34,28,20,13,22,4,2,36],[33,3,24,26,24,18,23,32],[1,34,6,17,41,34,1,4]]
[[20,10,5,1,35,39,25,37],[33,18,24,9,31,14,21,22],[24,41,1,25,2,35,37,41],[27,40,0,41,23,15,16,17],[27,11,19,3,26,5,17,20],[6,16,30,20,32,22,28,38],[38,7,4,35,23,16,17,1],[25,31,38,5,28,26,16,30],[32,36,34,29,15,21,4,0],[24,22,33,21,30,3,31,22],[40,36,6,34,30,39,29,8],[4,31,37,23,33,15,23,13],[2,28,26,0,26,19,32,12],[32,29,41,1,19,18,20,24],[36,40,15,28,3,5,0,27],[21,29,39,34,40,38,34,3],[18,25,39,36,6,27,19,18],[2,33,37,35,17,2,4,6]]
[[6,3,6,12,41,28,17,41],[2,41,24,0,7,5,13,26],[37,18,19,20,39,34,29,40],[21,33,1,1,36,32,18,30],[32,20,6,2,8,33,5,24],[31,33,27,18,16,23,22,2],[32,25,36,5,28,0,37,20],[11,29,28,35,27,32,3,39],[17,15,38,4,20,23,1,16],[28,30,39,16,34,6,21,38],[21,39,21,31,22,40,27,25],[40,24,41,35,2,34,26,24],[9,40,30,15,36,19,1,27],[4,16,26,0,3,33,0,14],[35,15,23,37,17,23,37,19],[31,10,26,30,25,34,29,4],[3,35,5,29,31,22,25,38],[38,15,22,19,36,17,18,4]]
[[4,4,28,28,6,16,36,32],[40,14,31,6,38,29,29,22],[27,2,23,5,32,39,15,16],[26,21,24,25,2,39,2,21],[37,18,25,18,16,34,31,31],[3,39,0,1,40,17,17,30],[34,40,1,20,18,20,40,35],[6,27,0,7,19,25,2,41],[30,37,3,10,21,27,33,23],[34,22,15,29,23,22,1,33],[19,22,4,39,13,6,36,4],[5,41,38,33,0,21,23,37],[26,28,26,25,19,15,16,28],[35,41,30,37,30,20,9,12],[26,32,18,24,15,3,3,24],[11,41,36,1,5,20,17,38],[35,27,33,19,31,5,34,32],[29,8,38,35,0,17,24,36]]
[[33,4,1,23,8,0,23,1],[31,7,37,40,41,19,15,39],[39,11,17,20,25,18,19,33],[15,37,15,16,5,27,35,9],[12,38,41,20,30,25,2,2],[5,32,31,28,24,38,25,23],[35,30,10,31,34,41,24,1],[17,22,3,29,3,18,21,36],[0,6,15,29,24,24,26,32],[18,23,18,2,37,38,17,0],[40,19,5,20,22,33,21,3],[28,14,38,29,32,20,26,16],[27,4,30,36,26,37,4,34],[39,41,1,17,16,19,22,34],[25,36,35,30,27,5,13,16],[33,35,3,22,6,21,31,0],[28,39,27,26,36,28,29,6],[6,40,32,21,34,4,2,40]]
[[24,20,21,36,15,0,35,34],[29,25,9,32,23,26,19,31],[11,21,17,32,0,38,5,36],[6,19,13,15,32,5,40,20],[29,20,17,24,22,2,29,1],[34,1,36,30,22,23,2,20],[27,0,7,35,32,27,23,18],[23,25,10,22,27,18,39,37],[31,3,27,1,31,4,34,41],[19,2,18,33,41,25,38,35],[28,16,4,16,8,12,31,26],[4,25,35,39,5,1,28,40],[21,21,16,18,3,40,22,3],[6,30,17,2,3,6,24,5],[29,6,33,15,39,4,37,17],[14,19,28,40,26,38,37,41],[16,28,30,0,39,34,30,33],[33,38,15,41,26,36,24,37]]
[[18,0,33,16,34,14,17,30],[16,7,18,40,10,29,25,25],[19,34,27,26,27,35,19,37],[33,37,5,25,15,15,6,34],[32,16,41,5,24,19,21,1],[23,23,23,3,26,36,22,40],[18,0,31,28,30,38,36,17],[40,29,13,27,33,5,20,41],[39,0,21,39,32,5,17,30],[8,37,24,36,21,1,20,0],[24,28,2,27,29,6,3,6],[25,39,32,1,38,41,4,36],[21,15,16,28,26,35,29,26],[12,28,22,31,3,20,4,41],[2,2,37,9,15,17,1,22],[31,18,4,33,19,4,2,31],[38,20,11,35,39,35,22,23],[34,38,40,24,32,6,30,3]]
[[18,39,14,22,24,16,32,20],[28,41,31,6,29,19,21,36],[28,19,8,37,38,40,17,36],[21,30,40,12,4,21,41,0],[28,1,20,30,33,25,17,16],[23,22,39,3,32,27,27,26],[29,6,4,15,34,27,29,15],[4,4,17,16,33,3,2,23],[3,18,40,28,18,37,24,35],[1,31,7,2,11,2,22,30],[38,35,2,1,5,19,24,26],[41,35,10,25,0,6,21,39],[1,32,5,25,18,37,5,25],[15,19,20,30,3,39,33,13],[20,37,29,5,34,33,27,38],[9,34,31,23,15,26,16,40],[32,38,26,17,23,36,36,31],[35,34,41,22,0,0,6,24]]
[[22,2,17,34,29,2,27,22],[33,20,6,24,17,34,32,15],[21,20,35,1,0,4,23,5],[33,4,34,29,7,1,35,16],[6,26,30,6,19,39,33,1],[3,23,17,25,8,27,38,35],[30,21,38,32,40,27,16,3],[0,40,18,35,20,37,24,6],[30,5,19,31,31,16,0,36],[23,20,29,3,37,31,29,39],[22,28,15,19,19,30,4,26],[4,37,36,14,37,38,28,17],[25,21,27,28,41,24,16,32],[13,41,22,28,26,11,40,25],[40,36,15,41,34,5,18,3],[0,2,21,26,38,36,23,5],[32,24,39,1,12,31,39,15],[41,9,33,18,25,10,2,18]]
[[19,40,16,7,22,18,26,9],[36,32,23,0,15,23,33,30],[19,22,39,28,40,31,15,29],[24,28,34,25,24,15,10,18],[0,30,38,2,23,23,33,6],[37,5,20,12,32,15,40,30],[25,2,35,31,18,3,20,30],[11,36,3,2,8,4,17,1],[21,17,3,5,6,35,26,29],[31,0,24,4,17,39,16,22],[29,41,31,41,40,38,4,5],[21,14,18,41,35,37,34,22],[38,34,21,26,39,1,32,1],[3,16,33,37,36,27,1,35],[28,33,25,6,36,5,28,20],[2,26,39,4,27,19,13,38],[41,16,24,29,27,17,32,21],[37,0,27,34,19,6,25,20]]
[[34,34,19,18,14,38,16,39],[5,4,1,29,4,22,2,30],[11,6,31,6,7,31,0,39],[15,37,30,33,26,2,36,25],[15,34,17,36,31,41,29,3],[3,29,20,24,33,39,40,6],[23,25,23,28,38,6,19,24],[35,28,32,40,0,17,35,8],[34,32,16,25,26,16,2,23],[3,10,9,32,36,28,15,20],[32,21,0,15,1,28,20,3],[17,1,24,33,17,18,22,27],[21,27,26,4,12,5,5,20],[21,41,18,37,13,35,30,39],[40,31,37,23,16,36,19,40],[35,2,38,33,41,41,22,19],[0,24,18,38,25,5,29,26],[21,4,22,30,27,27,37,1]]
[[18,6,3,35,6,31,34,11],[23,40,14,2,4,3,18,39],[30,41,30,5,27,10,4,41],[38,30,0,20,41,19,16,34],[21,28,27,3,21,30,31,39],[29,19,34,36,27,1,16,24],[28,25,36,33,32,17,0,22],[16,26,23,28,22,8,35,25],[23,24,31,16,4,33,2,19],[19,15,37,23,18,2,39,9],[25,24,17,37,34,15,25,33],[36,18,40,7,27,26,32,3],[37,41,2,5,17,35,17,29],[6,13,29,35,37,36,21,6],[0,20,15,28,1,32,38,24],[21,38,29,26,20,1,15,5],[38,0,1,33,4,12,22,31],[26,5,32,40,20,22,39,40]]
[[39,29,31,19,18,4,28,36],[38,40,26,41,25,14,23,40],[39,41,29,37,0,2,28,32],[21,17,22,36,30,27,24,20],[40,19,1,11,15,35,16,35],[34,0,33,15,16,32,37,3],[6,37,20,0,12,26,3,1],[26,22,2,13,36,2,31,23],[38,33,25,25,24,1,28,29],[4,24,32,28,5,9,33,22],[4,16,27,33,15,27,18,7],[29,35,15,36,41,35,30,34],[17,10,23,37,30,21,4,0],[25,27,18,3,23,19,6,17],[20,30,17,21,26,24,38,6],[5,34,18,20,5,8,41,21],[40,31,6,34,38,32,2,39],[19,22,5,3,39,1,16,31]]
[[38,3,15,10,23,20,32,8],[32,3,18,20,6,27,29,36],[21,33,23,32,24,22,18,41],[33,0,24,34,28,38,0,11],[28,28,33,15,36,25,27,37],[24,15,29,41,20,18,17,2],[21,30,17,22,4,31,39,6],[29,40,31,20,6,26,6,2],[13,3,40,34,33,40,22,34],[35,25,2,36,40,15,1,31],[14,4,5,30,32,38,41,9],[16,4,29,18,17,37,5,0],[27,30,38,1,31,41,35,2],[39,19,35,21,23,0,5,25],[3,5,1,16,19,36,7,26],[22,35,25,27,39,26,19,16],[34,24,12,39,16,37,1,23],[4,28,21,19,17,37,30,26]]
[[19,30,25,3,29,33,24,14],[27,40,21,19,31,27,10,3],[22,27,21,5,32,22,34,28],[17,39,33,6,0,27,39,36],[35,32,21,9,33,0,32,34],[18,37,28,11,16,0,37,16],[23,12,6,23,3,25,23,19],[15,17,33,15,2,20,1,41],[39,29,40,38,30,34,28,41],[4,4,7,38,37,15,17,22],[16,40,24,29,2,32,25,6],[24,39,30,26,35,41,26,36],[36,1,6,17,20,31,8,5],[31,35,16,30,2,22,40,26],[24,34,5,3,1,29,19,35],[18,1,31,15,5,37,13,18],[18,26,23,21,0,41,28,4],[36,38,20,20,25,38,2,4]]
[[15,41,40,36,1,40,19,19],[21,34,21,41,0,18,31,9],[28,37,29,35,32,20,34,8],[38,24,0,13,22,5,38,12],[11,18,28,4,27,4,18,15],[16,24,22,24,1,21,25,30],[30,17,16,22,15,26,30,29],[37,7,33,38,27,3,2,3],[20,6,35,28,24,31,6,2],[39,28,36,18,29,25,39,32],[10,5,36,27,34,32,23,37],[20,31,1,40,2,35,4,30],[34,29,3,35,14,33,2,17],[16,23,17,19,23,26,21,25],[41,17,16,6,41,3,23,36],[5,15,0,5,25,40,39,26],[27,31,33,0,39,32,19,33],[20,26,4,38,22,1,37,6]]
[[3,33,37,1,2,28,15,32],[37,11,41,15,25,29,6,35],[24,18,32,33,24,23,24,29],[1,25,21,35,32,39,4,22],[0,21,19,2,16,3,4,34],[3,16,22,18,15,6,28,30],[31,5,18,40,28,20,31,30],[41,40,22,0,25,27,9,6],[18,17,33,31,38,19,36,1],[5,38,17,34,14,5,25,13],[37,27,16,30,38,1,31,36],[27,23,15,35,12,34,19,34],[4,2,24,28,21,39,38,39],[10,4,27,39,30,32,5,36],[36,8,23,40,20,20,6,26],[26,26,33,40,0,16,37,17],[21,2,17,26,41,20,22,29],[35,23,0,19,7,41,29,3]]
[[15,35,24,39,31,33,29,38],[29,20,34,28,28,12,1,16],[7,28,9,30,4,34,3,29],[18,14,4,26,36,18,23,28],[21,13,41,21,27,41,18,40],[0,21,0,33,25,41,33,25],[32,21,36,17,6,27,15,34],[3,37,10,22,16,31,3,2],[4,0,31,22,19,30,38,39],[38,0,6,38,22,25,34,6],[23,26,30,37,22,17,1,19],[5,3,32,1,5,35,40,15],[2,27,1,5,4,17,23,24],[11,35,35,30,16,24,39,16],[36,40,25,40,20,2,15,27],[24,37,41,32,31,8,18,39],[36,20,37,20,19,23,2,17],[26,26,6,33,19,5,32,29]]
[[38,28,24,21,12,37,32,3],[19,3,16,32,26,8,41,17],[24,26,19,28,6,27,1,23],[40,34,24,33,25,35,39,18],[32,3,20,2,4,35,34,6],[20,31,29,38,2,5,13,1],[36,33,5,30,16,27,29,27],[37,20,21,0,5,41,41,23],[36,29,1,0,4,22,16,0],[6,28,35,19,35,31,15,38],[17,15,29,40,16,7,34,2],[36,25,10,15,18,22,38,26],[27,30,40,4,18,4,22,6],[22,39,11,30,40,37,24,2],[33,33,39,23,14,31,25,26],[41,21,25,1,39,3,0,34],[18,17,37,5,23,36,9,21],[15,19,20,31,32,17,28,30]]
[[33,24,41,31,38,2,17,23],[15,5,5,41,18,23,40,17],[29,40,31,16,18,32,1,34],[16,3,6,32,22,32,26,9],[27,3,4,29,24,2,30,4],[23,37,24,27,25,19,15,32],[8,0,2,6,26,38,37,33],[21,14,35,34,22,18,16,0],[21,39,25,41,40,20,4,17],[19,37,30,24,29,26,15,15],[25,39,17,40,23,33,13,41],[21,28,0,30,2,22,1,1],[29,38,30,39,6,10,19,36],[36,3,25,21,19,31,33,1],[35,31,27,28,7,12,6,5],[0,34,20,37,20,38,39,3],[35,20,28,11,18,26,36,5],[27,28,4,36,34,35,22,16]]
[[35,3,28,35,5,19,24,31],[37,17,0,2,0,29,38,40],[17,6,33,38,30,21,36,17],[32,27,1,17,13,21,24,35],[6,24,36,40,16,21,22,16],[6,29,26,38,39,23,41,26],[41,1,22,40,8,1,31,18],[15,27,31,20,5,38,30,16],[4,18,24,15,33,26,5,34],[19,25,23,21,4,3,7,32],[28,3,39,34,26,23,18,20],[27,41,11,6,39,32,19,15],[25,20,25,36,34,37,0,2],[31,22,29,34,32,9,1,35],[39,23,19,2,5,3,16,22],[33,14,28,18,2,0,30,36],[41,28,4,40,27,10,15,33],[29,4,37,25,20,37,12,30]]
[[31,19,1,25,16,32,37,5],[18,5,30,28,41,30,17,33],[34,32,36,26,38,24,16,9],[37,13,23,19,14,3,29,8],[15,40,35,38,29,36,10,26],[30,38,37,41,7,2,4,5],[33,35,28,33,34,32,23,12],[35,37,27,36,6,35,40,2],[4,26,20,32,25,16,3,15],[1,28,39,21,27,2,27,0],[40,33,21,34,6,6,36,23],[20,21,31,25,22,20,34,26],[0,15,1,1,23,0,17,21],[5,22,0,3,28,18,16,22],[31,4,29,39,15,24,40,30],[39,22,31,29,17,25,11,3],[19,18,19,38,24,27,4,41],[6,20,39,41,24,18,2,17]]
[[4,4,34,32,2,27,38,41],[35,24,15,17,39,18,19,25],[40,40,34,39,30,25,41,17],[29,16,18,33,1,30,2,31],[37,38,31,38,28,31,32,31],[37,14,2,38,18,27,36,29],[34,36,20,21,21,16,28,29],[26,28,17,20,41,11,30,27],[9,10,3,35,5,28,6,30],[0,37,29,23,26,32,5,35],[1,22,22,15,0,3,24,33],[22,5,1,16,24,33,0,0],[37,18,4,23,32,6,3,21],[25,21,26,19,24,6,16,17],[19,15,15,27,40,41,36,6],[36,40,23,7,34,25,20,39],[35,26,22,2,4,33,5,23],[20,13,39,1,19,8,12,3]]
[[32,12,13,33,22,41,4,18],[18,38,29,36,40,17,15,34],[41,32,3,16,35,3,36,23],[32,31,18,19,31,6,24,8],[4,29,2,20,30,39,27,21],[25,37,24,40,1,24,25,17],[19,35,30,35,4,15,2,30],[28,37,7,16,33,31,17,38],[1,16,5,6,32,26,24,26],[3,34,19,11,0,36,5,0],[33,40,6,2,33,40,27,38],[26,15,9,21,27,22,2,5],[0,28,25,29,30,27,25,20],[3,15,37,21,18,1,39,38],[31,39,22,20,26,1,36,0],[21,6,10,39,34,35,23,23],[16,28,20,5,19,29,17,34],[28,37,4,41,41,23,22,14]]
[[18,30,40,0,38,30,15,16],[28,23,12,19,32,4,22,3],[1,4,25,37,17,9,27,6],[19,13,11,37,1,35,26,27],[21,0,32,26,34,6,21,28],[37,24,10,25,38,22,39,7],[31,0,29,32,38,36,40,14],[33,22,27,29,19,26,39,2],[1,26,41,6,36,35,28,20],[23,0,20,35,33,41,20,3],[5,34,30,41,3,4,38,36],[31,40,24,35,18,36,27,19],[2,2,24,3,33,41,15,5],[25,29,28,4,21,34,37,16],[8,29,2,32,31,40,16,18],[34,31,25,30,17,15,6,20],[5,1,17,18,23,21,23,39],[39,15,24,22,16,17,33,5]]
[[5,40,15,18,19,25,26,11],[6,17,0,24,6,22,1,3],[25,30,6,24,35,2,4,39],[29,4,40,31,36,34,22,17],[31,38,35,41,30,2,23,40],[35,5,33,28,20,20,28,30],[25,0,7,20,26,33,27,2],[27,24,16,21,36,28,22,27],[19,0,3,15,38,30,33,12],[31,18,41,17,16,19,34,21],[39,5,3,39,4,29,0,9],[1,37,34,28,25,37,24,16],[32,22,41,29,33,19,32,21],[31,26,32,26,23,17,2,34],[38,20,18,23,6,38,32,36],[21,37,36,3,35,40,10,15],[23,4,39,13,5,1,18,1],[15,16,41,14,29,27,8,37]]
[[27,1,19,41,35,4,20,38],[0,33,30,20,36,0,21,23],[3,24,31,17,24,39,15,36],[22,41,26,25,26,23,24,25],[4,2,21,24,6,23,34,32],[17,21,26,3,21,22,1,11],[7,33,27,28,5,32,16,29],[30,2,18,20,32,37,37,40],[33,28,12,1,13,35,18,16],[25,6,37,14,36,10,29,3],[4,20,18,4,23,29,40,30],[34,19,15,1,37,15,32,17],[15,34,16,0,38,41,27,41],[17,2,31,18,5,22,19,35],[0,25,27,40,39,38,28,6],[39,29,8,26,30,3,16,40],[34,36,5,31,9,31,28,5],[22,35,38,6,39,33,2,19]]
[[26,37,3,33,39,35,31,38],[23,39,19,7,1,2,22,18],[24,12,20,37,13,3,17,6],[22,4,0,28,17,32,29,41],[21,29,41,40,18,5,21,25],[21,0,33,15,36,34,18,23],[23,25,5,35,9,37,28,0],[40,34,35,26,2,3,4,29],[33,22,40,15,25,31,17,17],[32,21,19,19,1,16,28,32],[6,30,6,32,27,18,36,20],[27,4,15,24,36,20,16,10],[38,0,2,25,31,38,29,1],[8,30,36,3,41,4,26,39],[28,22,14,6,40,23,34,15],[30,26,30,34,37,27,20,24],[1,27,5,19,16,41,5,39],[38,33,2,35,31,24,16,11]]
[[1,18,30,4,28,21,32,34],[17,25,6,34,32,25,2,3],[16,15,28,31,1,27,11,37],[16,39,15,31,4,18,26,21],[24,33,17,13,4,40,25,38],[5,37,23,30,28,19,29,0],[19,32,0,2,27,3,31,1],[9,10,39,6,26,20,29,22],[26,40,36,2,3,23,25,5],[16,18,23,27,5,12,7,19],[18,27,33,24,35,40,20,21],[6,2,14,41,41,19,32,20],[41,36,22,34,17,36,15,24],[15,33,0,40,35,28,33,34],[5,23,24,17,21,26,35,6],[30,3,41,29,29,38,39,1],[16,38,38,8,22,20,31,30],[37,35,37,0,39,4,36,22]]
[[29,27,16,41,2,27,20,32],[1,16,27,40,6,29,6,31],[36,4,36,19,35,28,20,23],[17,22,33,28,2,35,17,19],[28,5,18,35,32,15,35,22],[13,25,26,20,32,21,18,33],[33,24,38,23,0,28,38,5],[25,26,10,39,18,6,34,34],[21,40,37,31,6,9,21,15],[17,31,41,3,0,39,7,20],[31,32,30,38,24,29,1,36],[11,25,4,41,24,15,26,33],[17,36,27,4,16,25,2,3],[15,37,30,29,0,14,40,3],[34,30,8,0,40,19,26,39],[22,12,5,22,19,18,3,1],[37,2,1,23,23,37,39,16],[41,5,38,34,4,24,30,21]]
[[33,6,21,3,35,36,1,29],[28,17,18,18,38,38,0,16],[20,20,32,23,24,24,1,29],[5,39,37,40,32,17,5,5],[16,19,4,24,25,40,27,33],[30,3,37,31,33,33,20,29],[29,5,6,23,21,27,1,36],[35,19,15,25,26,4,4,17],[10,7,15,28,0,0,32,39],[22,26,39,18,27,6,6,41],[13,37,21,3,34,21,19,34],[30,25,17,26,2,25,37,31],[38,27,30,31,39,38,12,34],[0,14,41,26,2,8,41,4],[36,3,32,16,22,20,41,9],[35,22,35,31,28,23,15,22],[18,23,19,2,30,1,40,11],[40,36,34,2,28,15,24,16]]
[[38,0,10,15,25,5,37,6],[30,5,34,35,41,15,16,30],[30,17,24,25,23,30,16,27],[31,16,40,27,0,1,1,26],[33,41,9,3,6,33,32,3],[26,3,4,39,8,17,25,26],[16,21,25,23,31,35,36,15],[38,22,34,0,21,32,13,35],[15,0,1,40,5,31,36,4],[19,20,7,18,33,22,27,6],[28,29,11,20,3,24,37,39],[26,40,14,22,29,32,5,39],[18,34,39,35,29,4,24,36],[1,2,32,20,28,21,19,2],[34,40,41,6,28,4,17,38],[29,19,41,22,18,37,33,37],[17,31,28,19,2,27,24,20],[12,38,23,21,2,36,18,23]]
[[24,17,1,28,39,32,35,16],[0,30,4,5,36,5,33,37],[34,22,21,4,24,27,38,6],[32,19,20,16,23,16,35,31],[22,5,38,38,39,21,25,7],[22,25,26,6,34,14,18,3],[36,4,1,32,31,9,2,18],[6,32,4,19,38,2,40,27],[35,23,24,41,10,11,18,30],[3,27,16,21,27,30,37,29],[12,23,37,20,40,41,13,41],[6,26,40,25,30,0,41,17],[33,40,39,2,21,5,37,28],[35,33,28,34,1,15,18,15],[29,34,3,31,24,3,1,39],[0,15,28,19,26,22,31,29],[20,2,29,17,23,17,20,36],[36,15,26,8,0,25,19,33]]
[[37,25,36,22,15,32,30,39],[21,32,27,2,26,6,24,26],[0,34,37,15,39,7,35,29],[26,41,21,39,35,36,40,18],[15,1,22,33,11,36,26,31],[41,35,12,6,33,23,0,40],[38,38,14,32,2,19,19,18],[23,32,4,17,4,31,20,2],[18,34,16,39,20,16,0,1],[23,38,3,0,19,22,3,31],[22,24,36,33,29,8,1,37],[5,25,24,2,24,3,27,6],[18,15,34,29,16,31,9,28],[30,5,20,30,17,28,40,34],[1,27,4,37,5,17,21,30],[28,28,35,16,6,21,17,4],[10,23,41,13,25,20,29,25],[38,33,5,40,27,41,3,19]]
[[25,25,28,6,16,12,35,33],[33,4,23,18,4,40,40,24],[30,34,2,39,37,17,1,41],[28,3,2,24,27,0,31,33],[15,5,19,21,34,24,21,13],[8,2,19,22,15,6,30,23],[35,19,26,36,27,22,29,41],[32,23,20,11,28,28,25,17],[15,29,26,21,41,3,31,32],[24,37,40,22,37,18,17,14],[25,34,19,4,7,26,18,32],[27,38,17,6,16,40,35,27],[38,39,15,31,5,36,20,29],[16,16,36,39,1,2,37,0],[18,3,22,9,23,38,21,33],[32,0,31,34,1,4,30,0],[35,5,6,38,29,3,39,30],[20,1,41,20,5,10,26,36]]
